MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20190806,02013,Aleutians East Borough,AK,"3,141.00",0.00,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,2
20190730,02013,Aleutians East Borough,AK,"3,141.00",0.00,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,2
20190723,02013,Aleutians East Borough,AK,"3,141.00",0.00,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,2
20190716,02013,Aleutians East Borough,AK,"3,141.00",0.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,2
20190709,02013,Aleutians East Borough,AK,"3,141.00",0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,2
20190702,02013,Aleutians East Borough,AK,"3,141.00",0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,2
20190625,02013,Aleutians East Borough,AK,"3,141.00",0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,2
20190618,02013,Aleutians East Borough,AK,"3,141.00",0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,2
20190611,02013,Aleutians East Borough,AK,"3,141.00",0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,2
20190604,02013,Aleutians East Borough,AK,"3,141.00",0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,2
20190528,02013,Aleutians East Borough,AK,"3,141.00",0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,2
20190521,02013,Aleutians East Borough,AK,"3,141.00",0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,2
20190514,02013,Aleutians East Borough,AK,"3,141.00",0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,2
20190507,02013,Aleutians East Borough,AK,"3,141.00",0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,2
20190430,02013,Aleutians East Borough,AK,"3,141.00",0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,2
20190423,02013,Aleutians East Borough,AK,"3,141.00",0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,2
20190416,02013,Aleutians East Borough,AK,"3,141.00",0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,2
20190409,02013,Aleutians East Borough,AK,"3,141.00",0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,2
20190402,02013,Aleutians East Borough,AK,"3,141.00",0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,2
20190326,02013,Aleutians East Borough,AK,"3,141.00",0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,2
20190319,02013,Aleutians East Borough,AK,"3,141.00",0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,2
20190312,02013,Aleutians East Borough,AK,"3,141.00",0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,2
20190305,02013,Aleutians East Borough,AK,"3,141.00",0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,2
20190226,02013,Aleutians East Borough,AK,"3,141.00",0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,2
20190806,02016,Aleutians West Census Area,AK,"5,561.00",0.00,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,2
20190730,02016,Aleutians West Census Area,AK,"5,561.00",0.00,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,2
20190723,02016,Aleutians West Census Area,AK,"5,561.00",0.00,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,2
20190716,02016,Aleutians West Census Area,AK,"5,561.00",0.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,2
20190709,02016,Aleutians West Census Area,AK,"5,561.00",0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,2
20190702,02016,Aleutians West Census Area,AK,"5,561.00",0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,2
20190625,02016,Aleutians West Census Area,AK,"5,561.00",0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,2
20190618,02016,Aleutians West Census Area,AK,"5,561.00",0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,2
20190611,02016,Aleutians West Census Area,AK,"5,561.00",0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,2
20190604,02016,Aleutians West Census Area,AK,"5,561.00",0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,2
20190528,02016,Aleutians West Census Area,AK,"5,561.00",0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,2
20190521,02016,Aleutians West Census Area,AK,"5,561.00",0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,2
20190514,02016,Aleutians West Census Area,AK,"5,561.00",0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,2
20190507,02016,Aleutians West Census Area,AK,"5,561.00",0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,2
20190430,02016,Aleutians West Census Area,AK,"5,561.00",0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,2
20190423,02016,Aleutians West Census Area,AK,"5,561.00",0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,2
20190416,02016,Aleutians West Census Area,AK,"5,561.00",0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,2
20190409,02016,Aleutians West Census Area,AK,"5,561.00",0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,2
20190402,02016,Aleutians West Census Area,AK,"5,561.00",0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,2
20190326,02016,Aleutians West Census Area,AK,"5,561.00",0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,2
20190319,02016,Aleutians West Census Area,AK,"5,561.00",0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,2
20190312,02016,Aleutians West Census Area,AK,"5,561.00",0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,2
20190305,02016,Aleutians West Census Area,AK,"5,561.00",0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,2
20190226,02016,Aleutians West Census Area,AK,"5,561.00",0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,2
20190806,02020,Anchorage Municipality,AK,0.00,0.00,"291,825.99",0.00,0.00,0.00,2019-08-06,2019-08-12,2
20190730,02020,Anchorage Municipality,AK,0.00,0.00,"291,825.99",0.00,0.00,0.00,2019-07-30,2019-08-05,2
20190723,02020,Anchorage Municipality,AK,0.00,0.00,"291,825.99",0.00,0.00,0.00,2019-07-23,2019-07-29,2
20190716,02020,Anchorage Municipality,AK,0.00,0.00,"291,825.99",0.00,0.00,0.00,2019-07-16,2019-07-22,2
20190709,02020,Anchorage Municipality,AK,0.00,"291,825.99",0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,2
20190702,02020,Anchorage Municipality,AK,"291,825.99",0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,2
20190625,02020,Anchorage Municipality,AK,"291,825.99",0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,2
20190618,02020,Anchorage Municipality,AK,"291,825.99",0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,2
20190611,02020,Anchorage Municipality,AK,"291,825.99",0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,2
20190604,02020,Anchorage Municipality,AK,"291,825.99",0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,2
20190528,02020,Anchorage Municipality,AK,"291,825.99",0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,2
20190521,02020,Anchorage Municipality,AK,"291,825.99",0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,2
20190514,02020,Anchorage Municipality,AK,"291,825.99",0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,2
20190507,02020,Anchorage Municipality,AK,"291,825.99",0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,2
20190430,02020,Anchorage Municipality,AK,"291,825.99",0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,2
20190423,02020,Anchorage Municipality,AK,"291,825.99",0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,2
20190416,02020,Anchorage Municipality,AK,"291,825.99",0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,2
20190409,02020,Anchorage Municipality,AK,"291,825.99",0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,2
20190402,02020,Anchorage Municipality,AK,"291,825.99",0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,2
20190326,02020,Anchorage Municipality,AK,"291,825.99",0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,2
20190319,02020,Anchorage Municipality,AK,"291,825.99",0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,2
20190312,02020,Anchorage Municipality,AK,"291,825.99",0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,2
20190305,02020,Anchorage Municipality,AK,"291,825.99",0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,2
20190226,02020,Anchorage Municipality,AK,"291,825.99",0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,2
20190806,02050,Bethel Census Area,AK,"7,132.98","9,898.02",0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,2
20190730,02050,Bethel Census Area,AK,"5,335.56","11,695.44",0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,2
20190723,02050,Bethel Census Area,AK,"5,335.56","11,695.44",0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,2
20190716,02050,Bethel Census Area,AK,"5,385.71","11,645.29",0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,2
20190709,02050,Bethel Census Area,AK,"5,684.96","11,346.04",0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,2
20190702,02050,Bethel Census Area,AK,"17,031.00",0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,2
20190625,02050,Bethel Census Area,AK,"17,031.00",0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,2
20190618,02050,Bethel Census Area,AK,"17,031.00",0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,2
20190611,02050,Bethel Census Area,AK,"17,031.00",0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,2
20190604,02050,Bethel Census Area,AK,"17,031.00",0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,2
20190528,02050,Bethel Census Area,AK,"17,031.00",0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,2
20190521,02050,Bethel Census Area,AK,"17,031.00",0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,2
20190514,02050,Bethel Census Area,AK,"17,031.00",0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,2
20190507,02050,Bethel Census Area,AK,"17,031.00",0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,2
20190430,02050,Bethel Census Area,AK,"17,031.00",0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,2
20190423,02050,Bethel Census Area,AK,"17,031.00",0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,2
20190416,02050,Bethel Census Area,AK,"17,031.00",0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,2
20190409,02050,Bethel Census Area,AK,"17,031.00",0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,2
20190402,02050,Bethel Census Area,AK,"17,031.00",0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,2
20190326,02050,Bethel Census Area,AK,"17,031.00",0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,2
20190319,02050,Bethel Census Area,AK,"17,031.00",0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,2
20190312,02050,Bethel Census Area,AK,"17,031.00",0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,2
20190305,02050,Bethel Census Area,AK,"17,031.00",0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,2
20190226,02050,Bethel Census Area,AK,"17,031.00",0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,2
20190806,02060,Bristol Bay Borough,AK,0.00,997.00,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,2
20190730,02060,Bristol Bay Borough,AK,0.00,997.00,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,2
20190723,02060,Bristol Bay Borough,AK,0.00,997.00,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,2
20190716,02060,Bristol Bay Borough,AK,0.00,997.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,2
20190709,02060,Bristol Bay Borough,AK,0.00,997.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,2
20190702,02060,Bristol Bay Borough,AK,997.00,0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,2
20190625,02060,Bristol Bay Borough,AK,997.00,0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,2
20190618,02060,Bristol Bay Borough,AK,997.00,0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,2
20190611,02060,Bristol Bay Borough,AK,997.00,0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,2
20190604,02060,Bristol Bay Borough,AK,997.00,0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,2
20190528,02060,Bristol Bay Borough,AK,997.00,0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,2
20190521,02060,Bristol Bay Borough,AK,997.00,0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,2
20190514,02060,Bristol Bay Borough,AK,997.00,0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,2
20190507,02060,Bristol Bay Borough,AK,997.00,0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,2
20190430,02060,Bristol Bay Borough,AK,997.00,0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,2
20190423,02060,Bristol Bay Borough,AK,997.00,0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,2
20190416,02060,Bristol Bay Borough,AK,997.00,0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,2
20190409,02060,Bristol Bay Borough,AK,997.00,0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,2
20190402,02060,Bristol Bay Borough,AK,997.00,0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,2
20190326,02060,Bristol Bay Borough,AK,997.00,0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,2
20190319,02060,Bristol Bay Borough,AK,997.00,0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,2
20190312,02060,Bristol Bay Borough,AK,997.00,0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,2
20190305,02060,Bristol Bay Borough,AK,997.00,0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,2
20190226,02060,Bristol Bay Borough,AK,997.00,0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,2
20190806,02063,Chugach Census Area,AK,0.00,"4,462.53","2,221.47",0.00,0.00,0.00,2019-08-06,2019-08-12,2
20190730,02063,Chugach Census Area,AK,0.00,"4,462.53","2,221.47",0.00,0.00,0.00,2019-07-30,2019-08-05,2
20190723,02063,Chugach Census Area,AK,0.00,"4,462.53","2,221.47",0.00,0.00,0.00,2019-07-23,2019-07-29,2
20190716,02063,Chugach Census Area,AK,0.00,"4,462.53","2,221.47",0.00,0.00,0.00,2019-07-16,2019-07-22,2
20190709,02063,Chugach Census Area,AK,0.00,"6,684.00",0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,2
20190702,02063,Chugach Census Area,AK,"6,627.81",56.19,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,2
20190625,02063,Chugach Census Area,AK,"6,627.81",56.19,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,2
20190618,02063,Chugach Census Area,AK,"6,627.81",56.19,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,2
20190611,02063,Chugach Census Area,AK,"6,684.00",0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,2
20190604,02063,Chugach Census Area,AK,"6,684.00",0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,2
20190528,02063,Chugach Census Area,AK,"6,684.00",0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,2
20190521,02063,Chugach Census Area,AK,"6,684.00",0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,2
20190514,02063,Chugach Census Area,AK,"6,684.00",0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,2
20190507,02063,Chugach Census Area,AK,"6,684.00",0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,2
20190430,02063,Chugach Census Area,AK,"6,684.00",0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,2
20190423,02063,Chugach Census Area,AK,"6,684.00",0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,2
20190416,02063,Chugach Census Area,AK,"6,684.00",0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,2
20190409,02063,Chugach Census Area,AK,"6,684.00",0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,2
20190402,02063,Chugach Census Area,AK,"6,684.00",0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,2
20190326,02063,Chugach Census Area,AK,"6,684.00",0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,2
20190319,02063,Chugach Census Area,AK,"6,684.00",0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,2
20190312,02063,Chugach Census Area,AK,"6,684.00",0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,2
20190305,02063,Chugach Census Area,AK,"6,684.00",0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,2
20190226,02063,Chugach Census Area,AK,"6,684.00",0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,2
20190806,02066,Copper River Census Area,AK,13.14,"2,936.12",2.74,0.00,0.00,0.00,2019-08-06,2019-08-12,2
20190730,02066,Copper River Census Area,AK,0.00,"2,949.26",2.74,0.00,0.00,0.00,2019-07-30,2019-08-05,2
20190723,02066,Copper River Census Area,AK,0.00,"2,949.26",2.74,0.00,0.00,0.00,2019-07-23,2019-07-29,2
20190716,02066,Copper River Census Area,AK,0.00,"2,949.26",2.74,0.00,0.00,0.00,2019-07-16,2019-07-22,2
20190709,02066,Copper River Census Area,AK,0.00,"2,952.00",0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,2
20190702,02066,Copper River Census Area,AK,"1,612.07","1,339.93",0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,2
20190625,02066,Copper River Census Area,AK,"1,612.05","1,339.95",0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,2
20190618,02066,Copper River Census Area,AK,"1,612.05","1,339.95",0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,2
20190611,02066,Copper River Census Area,AK,"2,952.00",0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,2
20190604,02066,Copper River Census Area,AK,"2,952.00",0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,2
20190528,02066,Copper River Census Area,AK,"2,952.00",0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,2
20190521,02066,Copper River Census Area,AK,"2,952.00",0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,2
20190514,02066,Copper River Census Area,AK,"2,952.00",0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,2
20190507,02066,Copper River Census Area,AK,"2,952.00",0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,2
20190430,02066,Copper River Census Area,AK,"2,952.00",0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,2
20190423,02066,Copper River Census Area,AK,"2,952.00",0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,2
20190416,02066,Copper River Census Area,AK,"2,952.00",0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,2
20190409,02066,Copper River Census Area,AK,"2,952.00",0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,2
20190402,02066,Copper River Census Area,AK,"2,952.00",0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,2
20190326,02066,Copper River Census Area,AK,"2,952.00",0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,2
20190319,02066,Copper River Census Area,AK,"2,952.00",0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,2
20190312,02066,Copper River Census Area,AK,"2,952.00",0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,2
20190305,02066,Copper River Census Area,AK,"2,952.00",0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,2
20190226,02066,Copper River Census Area,AK,"2,952.00",0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,2
20190806,02068,Denali Borough,AK,"1,340.37",485.63,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,2
20190730,02068,Denali Borough,AK,0.00,"1,705.58",120.42,0.00,0.00,0.00,2019-07-30,2019-08-05,2
20190723,02068,Denali Borough,AK,0.00,"1,705.58",120.42,0.00,0.00,0.00,2019-07-23,2019-07-29,2
20190716,02068,Denali Borough,AK,0.00,"1,705.58",120.42,0.00,0.00,0.00,2019-07-16,2019-07-22,2
20190709,02068,Denali Borough,AK,498.45,"1,327.55",0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,2
20190702,02068,Denali Borough,AK,"1,826.00",0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,2
20190625,02068,Denali Borough,AK,"1,826.00",0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,2
20190618,02068,Denali Borough,AK,"1,826.00",0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,2
20190611,02068,Denali Borough,AK,"1,826.00",0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,2
20190604,02068,Denali Borough,AK,"1,826.00",0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,2
20190528,02068,Denali Borough,AK,"1,826.00",0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,2
20190521,02068,Denali Borough,AK,"1,826.00",0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,2
20190514,02068,Denali Borough,AK,"1,826.00",0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,2
20190507,02068,Denali Borough,AK,"1,826.00",0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,2
20190430,02068,Denali Borough,AK,"1,826.00",0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,2
20190423,02068,Denali Borough,AK,"1,826.00",0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,2
20190416,02068,Denali Borough,AK,"1,826.00",0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,2
20190409,02068,Denali Borough,AK,"1,826.00",0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,2
20190402,02068,Denali Borough,AK,"1,826.00",0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,2
20190326,02068,Denali Borough,AK,"1,826.00",0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,2
20190319,02068,Denali Borough,AK,"1,826.00",0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,2
20190312,02068,Denali Borough,AK,"1,826.00",0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,2
20190305,02068,Denali Borough,AK,"1,826.00",0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,2
20190226,02068,Denali Borough,AK,"1,826.00",0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,2
20190806,02070,Dillingham Census Area,AK,729.95,"4,117.05",0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,2
20190730,02070,Dillingham Census Area,AK,729.95,"4,117.05",0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,2
20190723,02070,Dillingham Census Area,AK,729.95,"4,117.05",0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,2
20190716,02070,Dillingham Census Area,AK,751.54,"4,095.46",0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,2
20190709,02070,Dillingham Census Area,AK,747.38,"4,099.62",0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,2
20190702,02070,Dillingham Census Area,AK,"4,847.00",0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,2
20190625,02070,Dillingham Census Area,AK,"4,847.00",0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,2
20190618,02070,Dillingham Census Area,AK,"4,847.00",0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,2
20190611,02070,Dillingham Census Area,AK,"4,847.00",0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,2
20190604,02070,Dillingham Census Area,AK,"4,847.00",0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,2
20190528,02070,Dillingham Census Area,AK,"4,847.00",0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,2
20190521,02070,Dillingham Census Area,AK,"4,847.00",0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,2
20190514,02070,Dillingham Census Area,AK,"4,847.00",0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,2
20190507,02070,Dillingham Census Area,AK,"4,847.00",0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,2
20190430,02070,Dillingham Census Area,AK,"4,847.00",0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,2
20190423,02070,Dillingham Census Area,AK,"4,847.00",0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,2
20190416,02070,Dillingham Census Area,AK,"4,847.00",0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,2
20190409,02070,Dillingham Census Area,AK,"4,847.00",0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,2
20190402,02070,Dillingham Census Area,AK,"4,847.00",0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,2
20190326,02070,Dillingham Census Area,AK,"4,847.00",0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,2
20190319,02070,Dillingham Census Area,AK,"4,847.00",0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,2
20190312,02070,Dillingham Census Area,AK,"4,847.00",0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,2
20190305,02070,Dillingham Census Area,AK,"4,847.00",0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,2
20190226,02070,Dillingham Census Area,AK,"4,847.00",0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,2
20190806,02090,Fairbanks North Star Borough,AK,0.00,"97,581.00",0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,2
20190730,02090,Fairbanks North Star Borough,AK,0.00,0.00,"97,581.00",0.00,0.00,0.00,2019-07-30,2019-08-05,2
20190723,02090,Fairbanks North Star Borough,AK,0.00,0.00,"97,581.00",0.00,0.00,0.00,2019-07-23,2019-07-29,2
20190716,02090,Fairbanks North Star Borough,AK,0.00,0.00,"97,581.00",0.00,0.00,0.00,2019-07-16,2019-07-22,2
20190709,02090,Fairbanks North Star Borough,AK,"2,669.02","94,911.98",0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,2
20190702,02090,Fairbanks North Star Borough,AK,"96,786.48",794.52,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,2
20190625,02090,Fairbanks North Star Borough,AK,"96,786.17",794.83,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,2
